dataset,disease,tissue,cell_type,gene,both,onlyA,onlyB,neither,originally_zero,disagreement
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Stem cells OLFM4 LGR5,OLFM4,183,0,0,0,183,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Stem cells OLFM4 LGR5,LGR5,779,0,0,0,779,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Stem cells OLFM4 LGR5,ASCL2,710,0,0,0,710,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Stem cells OLFM4 PCNA,OLFM4,197,0,0,0,197,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Stem cells OLFM4 PCNA,PCNA,199,0,0,0,199,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Stem cells OLFM4 PCNA,LGR5,603,0,0,0,603,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Stem cells OLFM4 PCNA,ASCL2,584,0,0,0,584,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Stem cells OLFM4 PCNA,SOX9,512,0,0,0,512,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Stem cells OLFM4 PCNA,TERT,602,0,0,0,602,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Paneth cells,LYZ,11,0,0,0,11,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Paneth cells,DEFA5,0,0,0,0,0,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enterocytes BEST4,BEST4,26,30,0,0,56,0.5357142857142857
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enterocytes BEST4,OTOP2,0,0,4,78,82,0.04878048780487805
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enterocytes BEST4,CA7,0,0,14,23,37,0.3783783783783784
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enterocytes BEST4,GUCA2A,36,8,0,0,44,0.18181818181818182
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enterocytes BEST4,GUCA2B,45,44,0,0,89,0.4943820224719101
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enterocytes BEST4,SPIB,3,28,0,0,31,0.9032258064516129
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enterocytes BEST4,CFTR,39,70,0,0,109,0.6422018348623854
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Goblet cells MUC2 TFF1,MUC2,4,0,0,0,4,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Goblet cells MUC2 TFF1,TFF1,6,6,0,0,12,0.5
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Goblet cells MUC2 TFF1,TFF3,1,0,0,0,1,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Goblet cells MUC2 TFF1,AGR2,64,1,0,0,65,0.015384615384615385
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Goblet cells MUC2 TFF1,SPDEF,136,83,0,0,219,0.3789954337899543
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Tuft cells,POU2F3,2,56,0,0,58,0.9655172413793104
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Tuft cells,DCLK1,0,96,0,0,96,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Goblet cells SPINK4,MUC2,397,199,0,0,596,0.3338926174496644
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Goblet cells SPINK4,SPINK4,58,44,0,0,102,0.43137254901960786
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enterocytes TMIGD1 MEP1A,CA1,403,293,0,0,696,0.4209770114942529
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enterocytes TMIGD1 MEP1A,CA2,230,47,0,0,277,0.16967509025270758
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enterocytes TMIGD1 MEP1A,TMIGD1,293,676,0,0,969,0.6976264189886481
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enterocytes TMIGD1 MEP1A,MEP1A,237,793,0,0,1030,0.7699029126213592
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enterocytes CA1 CA2 CA4-,CA1,921,1631,0,0,2552,0.6391065830721003
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enterocytes CA1 CA2 CA4-,CA2,375,1004,0,0,1379,0.7280638143582306
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Goblet cells MUC2 TFF1-,MUC2,185,78,0,0,263,0.2965779467680608
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Epithelial Cycling cells,LGR5,429,378,0,0,807,0.4684014869888476
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Epithelial Cycling cells,OLFM4,255,103,0,0,358,0.2877094972067039
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Epithelial Cycling cells,MKI67,96,291,0,0,387,0.751937984496124
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enteroendocrine cells,CHGA,1,0,0,0,1,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enteroendocrine cells,GCG,7,8,0,0,15,0.5333333333333333
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enteroendocrine cells,GIP,0,0,0,22,22,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enteroendocrine cells,CCK,0,3,0,19,22,0.13636363636363635
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Stem cells OLFM4,OLFM4,382,99,0,0,481,0.20582120582120583
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Stem cells OLFM4,LGR5,0,813,0,0,813,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Stem cells OLFM4 LGR5,OLFM4,164,19,0,0,183,0.10382513661202186
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Stem cells OLFM4 LGR5,LGR5,398,381,0,0,779,0.4890885750962773
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Stem cells OLFM4 LGR5,ASCL2,548,162,0,0,710,0.22816901408450704
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Stem cells OLFM4 PCNA,OLFM4,177,20,0,0,197,0.10152284263959391
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Stem cells OLFM4 PCNA,PCNA,114,85,0,0,199,0.4271356783919598
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Stem cells OLFM4 PCNA,LGR5,408,195,0,0,603,0.32338308457711445
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Stem cells OLFM4 PCNA,ASCL2,458,126,0,0,584,0.21575342465753425
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Stem cells OLFM4 PCNA,SOX9,411,101,0,0,512,0.197265625
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Stem cells OLFM4 PCNA,TERT,177,425,0,0,602,0.7059800664451827
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Paneth cells,LYZ,11,0,0,0,11,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Paneth cells,DEFA5,0,0,0,0,0,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enterocytes BEST4,BEST4,26,30,0,0,56,0.5357142857142857
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enterocytes BEST4,OTOP2,4,78,0,0,82,0.9512195121951219
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enterocytes BEST4,CA7,14,23,0,0,37,0.6216216216216216
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enterocytes BEST4,GUCA2A,36,8,0,0,44,0.18181818181818182
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enterocytes BEST4,GUCA2B,45,44,0,0,89,0.4943820224719101
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enterocytes BEST4,SPIB,3,28,0,0,31,0.9032258064516129
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enterocytes BEST4,CFTR,39,70,0,0,109,0.6422018348623854
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Goblet cells MUC2 TFF1,MUC2,4,0,0,0,4,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Goblet cells MUC2 TFF1,TFF1,6,6,0,0,12,0.5
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Goblet cells MUC2 TFF1,TFF3,1,0,0,0,1,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Goblet cells MUC2 TFF1,AGR2,64,1,0,0,65,0.015384615384615385
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Goblet cells MUC2 TFF1,SPDEF,136,83,0,0,219,0.3789954337899543
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Tuft cells,POU2F3,2,56,0,0,58,0.9655172413793104
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Tuft cells,DCLK1,0,0,0,96,96,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Goblet cells SPINK4,MUC2,397,199,0,0,596,0.3338926174496644
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Goblet cells SPINK4,SPINK4,58,44,0,0,102,0.43137254901960786
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enterocytes TMIGD1 MEP1A,CA1,403,293,0,0,696,0.4209770114942529
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enterocytes TMIGD1 MEP1A,CA2,230,47,0,0,277,0.16967509025270758
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enterocytes TMIGD1 MEP1A,TMIGD1,293,676,0,0,969,0.6976264189886481
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enterocytes TMIGD1 MEP1A,MEP1A,237,793,0,0,1030,0.7699029126213592
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enterocytes CA1 CA2 CA4-,CA1,921,1631,0,0,2552,0.6391065830721003
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enterocytes CA1 CA2 CA4-,CA2,375,1004,0,0,1379,0.7280638143582306
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Goblet cells MUC2 TFF1-,MUC2,185,78,0,0,263,0.2965779467680608
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Epithelial Cycling cells,LGR5,429,378,0,0,807,0.4684014869888476
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Epithelial Cycling cells,OLFM4,255,103,0,0,358,0.2877094972067039
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Epithelial Cycling cells,MKI67,96,291,0,0,387,0.751937984496124
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enteroendocrine cells,CHGA,1,0,0,0,1,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enteroendocrine cells,GCG,7,8,0,0,15,0.5333333333333333
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enteroendocrine cells,GIP,0,0,0,22,22,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enteroendocrine cells,CCK,0,0,0,22,22,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Stem cells OLFM4,OLFM4,382,99,0,0,481,0.20582120582120583
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Stem cells OLFM4,LGR5,0,813,0,0,813,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Stem cells OLFM4 LGR5,OLFM4,164,19,0,0,183,0.10382513661202186
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Stem cells OLFM4 LGR5,LGR5,398,381,0,0,779,0.4890885750962773
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Stem cells OLFM4 LGR5,ASCL2,548,162,0,0,710,0.22816901408450704
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Stem cells OLFM4 PCNA,OLFM4,177,20,0,0,197,0.10152284263959391
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Stem cells OLFM4 PCNA,PCNA,114,85,0,0,199,0.4271356783919598
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Stem cells OLFM4 PCNA,LGR5,408,195,0,0,603,0.32338308457711445
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Stem cells OLFM4 PCNA,ASCL2,458,126,0,0,584,0.21575342465753425
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Stem cells OLFM4 PCNA,SOX9,411,101,0,0,512,0.197265625
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Stem cells OLFM4 PCNA,TERT,177,425,0,0,602,0.7059800664451827
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Paneth cells,LYZ,11,0,0,0,11,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Paneth cells,DEFA5,0,0,0,0,0,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enterocytes BEST4,BEST4,74,0,0,0,74,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enterocytes BEST4,OTOP2,96,0,0,0,96,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enterocytes BEST4,CA7,80,0,0,0,80,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enterocytes BEST4,GUCA2A,29,0,0,0,29,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enterocytes BEST4,GUCA2B,149,0,0,0,149,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enterocytes BEST4,SPIB,0,0,93,0,93,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enterocytes BEST4,CFTR,291,0,0,0,291,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Goblet cells MUC2 TFF1,MUC2,1,0,0,0,1,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Goblet cells MUC2 TFF1,TFF1,22,0,0,0,22,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Goblet cells MUC2 TFF1,TFF3,2,0,0,0,2,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Goblet cells MUC2 TFF1,AGR2,48,0,0,0,48,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Goblet cells MUC2 TFF1,SPDEF,140,0,0,0,140,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Tuft cells,POU2F3,141,0,0,0,141,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Tuft cells,DCLK1,0,0,0,170,170,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Goblet cells SPINK4,MUC2,26,0,0,0,26,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Goblet cells SPINK4,SPINK4,24,0,0,0,24,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enterocytes TMIGD1 MEP1A,CA1,396,0,0,0,396,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enterocytes TMIGD1 MEP1A,CA2,270,0,0,0,270,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enterocytes TMIGD1 MEP1A,TMIGD1,602,0,0,0,602,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enterocytes TMIGD1 MEP1A,MEP1A,682,0,0,0,682,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enterocytes CA1 CA2 CA4-,CA1,1232,0,0,0,1232,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enterocytes CA1 CA2 CA4-,CA2,875,0,0,0,875,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Goblet cells MUC2 TFF1-,MUC2,112,0,0,0,112,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Epithelial Cycling cells,LGR5,0,0,323,0,323,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Epithelial Cycling cells,OLFM4,184,0,0,0,184,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Epithelial Cycling cells,MKI67,0,0,106,0,106,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enteroendocrine cells,CHGA,10,0,0,0,10,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enteroendocrine cells,GCG,33,0,0,0,33,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enteroendocrine cells,GIP,0,10,0,31,41,0.24390243902439024
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enteroendocrine cells,CCK,0,0,0,41,41,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Stem cells OLFM4,OLFM4,357,0,0,0,357,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Stem cells OLFM4,LGR5,0,0,387,0,387,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Stem cells OLFM4 LGR5,OLFM4,341,0,0,0,341,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Stem cells OLFM4 LGR5,LGR5,0,0,624,0,624,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Stem cells OLFM4 LGR5,ASCL2,422,0,0,0,422,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Stem cells OLFM4 PCNA,OLFM4,120,0,0,0,120,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Stem cells OLFM4 PCNA,PCNA,51,0,0,0,51,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Stem cells OLFM4 PCNA,LGR5,0,0,218,0,218,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Stem cells OLFM4 PCNA,ASCL2,165,0,0,0,165,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Stem cells OLFM4 PCNA,SOX9,129,0,0,0,129,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Stem cells OLFM4 PCNA,TERT,220,2,0,0,222,0.009009009009009009
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Paneth cells,LYZ,0,0,0,0,0,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Paneth cells,DEFA5,0,2,0,0,2,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enterocytes BEST4,BEST4,57,17,0,0,74,0.22972972972972974
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enterocytes BEST4,OTOP2,81,15,0,0,96,0.15625
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enterocytes BEST4,CA7,46,34,0,0,80,0.425
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enterocytes BEST4,GUCA2A,23,6,0,0,29,0.20689655172413793
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enterocytes BEST4,GUCA2B,133,16,0,0,149,0.10738255033557047
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enterocytes BEST4,SPIB,0,0,46,47,93,0.4946236559139785
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enterocytes BEST4,CFTR,135,156,0,0,291,0.5360824742268041
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Goblet cells MUC2 TFF1,MUC2,1,0,0,0,1,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Goblet cells MUC2 TFF1,TFF1,21,1,0,0,22,0.045454545454545456
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Goblet cells MUC2 TFF1,TFF3,2,0,0,0,2,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Goblet cells MUC2 TFF1,AGR2,41,7,0,0,48,0.14583333333333334
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Goblet cells MUC2 TFF1,SPDEF,87,53,0,0,140,0.37857142857142856
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Tuft cells,POU2F3,15,126,0,0,141,0.8936170212765957
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Tuft cells,DCLK1,0,0,0,170,170,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Goblet cells SPINK4,MUC2,25,1,0,0,26,0.038461538461538464
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Goblet cells SPINK4,SPINK4,5,19,0,0,24,0.7916666666666666
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enterocytes TMIGD1 MEP1A,CA1,322,74,0,0,396,0.18686868686868688
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enterocytes TMIGD1 MEP1A,CA2,249,21,0,0,270,0.07777777777777778
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enterocytes TMIGD1 MEP1A,TMIGD1,386,216,0,0,602,0.3588039867109635
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enterocytes TMIGD1 MEP1A,MEP1A,544,138,0,0,682,0.20234604105571846
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enterocytes CA1 CA2 CA4-,CA1,717,515,0,0,1232,0.4180194805194805
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enterocytes CA1 CA2 CA4-,CA2,609,266,0,0,875,0.304
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Goblet cells MUC2 TFF1-,MUC2,107,5,0,0,112,0.044642857142857144
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Epithelial Cycling cells,LGR5,0,0,7,316,323,0.021671826625386997
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Epithelial Cycling cells,OLFM4,98,86,0,0,184,0.4673913043478261
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Epithelial Cycling cells,MKI67,0,0,27,79,106,0.25471698113207547
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enteroendocrine cells,CHGA,3,7,0,0,10,0.7
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enteroendocrine cells,GCG,0,33,0,0,33,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enteroendocrine cells,GIP,0,10,0,31,41,0.24390243902439024
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enteroendocrine cells,CCK,0,0,0,41,41,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Stem cells OLFM4,OLFM4,8,349,0,0,357,0.9775910364145658
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Stem cells OLFM4,LGR5,0,0,2,385,387,0.00516795865633075
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Stem cells OLFM4 LGR5,OLFM4,250,91,0,0,341,0.2668621700879765
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Stem cells OLFM4 LGR5,LGR5,0,0,171,453,624,0.27403846153846156
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Stem cells OLFM4 LGR5,ASCL2,314,108,0,0,422,0.2559241706161137
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Stem cells OLFM4 PCNA,OLFM4,79,41,0,0,120,0.3416666666666667
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Stem cells OLFM4 PCNA,PCNA,9,42,0,0,51,0.8235294117647058
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Stem cells OLFM4 PCNA,LGR5,0,0,29,189,218,0.13302752293577982
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Stem cells OLFM4 PCNA,ASCL2,113,52,0,0,165,0.3151515151515151
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Stem cells OLFM4 PCNA,SOX9,97,32,0,0,129,0.24806201550387597
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Stem cells OLFM4 PCNA,TERT,2,220,0,0,222,0.990990990990991
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Paneth cells,LYZ,0,0,0,0,0,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Paneth cells,DEFA5,0,2,0,0,2,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enterocytes BEST4,BEST4,57,17,0,0,74,0.22972972972972974
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enterocytes BEST4,OTOP2,81,15,0,0,96,0.15625
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enterocytes BEST4,CA7,46,34,0,0,80,0.425
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enterocytes BEST4,GUCA2A,23,6,0,0,29,0.20689655172413793
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enterocytes BEST4,GUCA2B,133,16,0,0,149,0.10738255033557047
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enterocytes BEST4,SPIB,46,47,0,0,93,0.5053763440860215
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,left colon,Enterocytes BEST4,CFTR,135,156,0,0,291,0.5360824742268041
